Tonic,Scale_Type,Degree,Roman,Triad,Seventh,Chord_Tones_Triad,Chord_Tones_7th,Intervals_Triad,Intervals_7th
Ab,Lydian,4,iv°,dim,m7♭5,Gb-A-C,Gb-A-C-E,"3,6","3,6,10"
Ab,Lydian,5,V,Maj,Maj7,G-B-D,G-B-D-Gb,"4,7","4,7,11"
Ab,Lydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Ab,Lydian,7,vii,min,min7,B-D-Gb,B-D-Gb-A,"3,7","3,7,10"
Ab,Mixolydian,1,I,Maj,7,C-E-G,C-E-G-Bb,"4,7","4,7,10"
Ab,Mixolydian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Ab,Mixolydian,3,iii°,dim,m7♭5,E-G-Bb,E-G-Bb-D,"3,6","3,6,10"
Ab,Mixolydian,4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Ab,Mixolydian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Ab,Mixolydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Ab,Mixolydian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Ab,Aeolian (Natural Minor),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Ab,Aeolian (Natural Minor),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Ab,Aeolian (Natural Minor),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Ab,Aeolian (Natural Minor),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Ab,Aeolian (Natural Minor),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Ab,Aeolian (Natural Minor),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Ab,Aeolian (Natural Minor),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Ab,Locrian,1,i°,dim,m7♭5,C-Eb-Gb,C-Eb-Gb-Bb,"3,6","3,6,10"
Ab,Locrian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Ab,Locrian,3,iii,min,min7,Eb-Gb-Bb,Eb-Gb-Bb-Db,"3,7","3,7,10"
Ab,Locrian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Ab,Locrian,5,V,Maj,Maj7,Gb-Bb-Db,Gb-Bb-Db-F,"4,7","4,7,11"
Ab,Locrian,6,VI,Maj,7,Ab-C-Eb,Ab-C-Eb-Gb,"4,7","4,7,10"
Ab,Locrian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Ab,Harmonic Minor,1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Ab,Harmonic Minor,2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Ab,Harmonic Minor,3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Ab,Harmonic Minor,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Ab,Harmonic Minor,5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Ab,Harmonic Minor,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Ab,Harmonic Minor,7,vii°,dim,dim7,B-D-F,B-D-F-Ab,"3,6","3,6,9"
Ab,Melodic Minor (Ascending),1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Ab,Melodic Minor (Ascending),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Ab,Melodic Minor (Ascending),3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Ab,Melodic Minor (Ascending),4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Ab,Melodic Minor (Ascending),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Ab,Melodic Minor (Ascending),6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Ab,Melodic Minor (Ascending),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Ab,Melodic Minor (Descending=Nat),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Ab,Melodic Minor (Descending=Nat),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Ab,Melodic Minor (Descending=Nat),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Ab,Melodic Minor (Descending=Nat),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Ab,Melodic Minor (Descending=Nat),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Ab,Melodic Minor (Descending=Nat),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Ab,Melodic Minor (Descending=Nat),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
